s.no,moduleId,moduleName,errorMessage
848,14153,VSLM1S-DC,"Mirror not found (or) it is not linked to the variant/subcategory/city (or) it is not enabled, Check Vanity Sliding Plain Shutter"
816,14116,VNWA1S1OP-RI-DC,"Hinge not found - /Regular/0 CRANK HINGE-90"
817,14117,VNWA1S1OP-LE-DC,"Hinge not found - /Regular/0 CRANK HINGE-90"
840,14144,VW2S-DC,"Hinge not found - /Regular/0 CRANK HINGE-90"
839,14143,VW1S-DC,"Hinge not found - /Regular/0 CRANK HINGE-90"
849,14154,VSSB1S-v1-DC,"Hinge not found - /Regular/0 CRANK HINGE-90"
850,14155,VSSB2S-v1-DC,"Hinge not found - /Regular/0 CRANK HINGE-90"
680,13933,GP-TPG2DR1GDR2S1FS-DC,"Error in zone : 4_680_13933_GP-TPG2DR1GDR2S1FS-DC for module [G Profile Tall Module Pantry Garage 2 Drawer and 1 glass facia drawer with 1Fixed shelf 2 Shutter,13933] : Insufficient accessories. Minimum required: 2 got 0"
884,14192,W1LFTM-DC,"Lift Up Infill Glass required a glass details"
635,13877,TPG2DR1GDR2S1FS-DC,"Error in zone : 3_635_13877_TPG2DR1GDR2S1FS-DC for module [Tall Module Pantry Garage 2 Drawer and 1 glass facia drawer with 2 Shutter,13877] : Insufficient accessories. Minimum required: 2 got 0"
319,13540,B2DR-NBB-DC,"Error in zone : 9_319_13540_B2DR-NBB-DC for module [Semi Modular Base 2 Drawer- No Bottom No Back,13540] : Insufficient accessories. Minimum required: 2 got 0"
886,14194,HL-HBHB-KS-DC,"Base price for MULTI CORNER BRACKET MCB7 hardware was not found"
857,14163,Partition Jaali Frame-DC,"Selected Shutter dimensions are not applicable with the choosen Design or Subdesign, Applicable range: WIDTH [450-600], HEIGHT [698-2100], Check Partition Jaali"
885,14193,HL-HBHB-QS-DC,"Base price for MULTI CORNER BRACKET MCB7 hardware was not found"
579,13820,B1DR1O-430D-S-DC,"Infill Glass Drawer required a glass details"
