s.no,moduleId,moduleName,errorMessage
null,13913,OMBF-Inset-DC,"Selected Depth is 18, Which is outside the allowable limits (Min = 250, Max = 600)"
null,13913,OMBF-Inset-DC,"Selected Depth is 18, Which is outside the allowable limits (Min = 250, Max = 600)"
null,13223,KIT-WEP-DC,"Selected Width is 18, Which is outside the allowable limits (Min = 150, Max = 600)"
null,13223,KIT-WEP-DC,"Selected Width is 18, Which is outside the allowable limits (Min = 150, Max = 600)"
null,14146,VFB-DC,"Selected Depth is 18, Which is outside the allowable limits (Min = 330, Max = 560)"
null,13522,KIT-WEP-BSL-DC,"Selected Width is 18, Which is outside the allowable limits (Min = 150, Max = 600)"
null,13522,KIT-WEP-BSL-DC,"Selected Width is 18, Which is outside the allowable limits (Min = 150, Max = 600)"
null,13063,B1SPO-DC,"Error in zone : 2_null_13063_B1SPO-DC for module [Base Cabinet Bottle Pull Out,13063] : Insufficient accessories. Minimum required: 1 got 0"
null,13821,T1S-S-DC,"Selected Depth is 200, Which is outside the allowable limits (Min = 430, Max = 560)"
null,14191,S1DR-430D-DC,"Selected Width is 1200, Which is outside the allowable limits (Min = 400, Max = 900)"
null,14181,OMWF-DC,"Selected Depth is 150, Which is outside the allowable limits (Min = 175, Max = 450)"
null,14004,OPBKSHF&3DRHIDSHF-600W-DC,"Selected Width is 750, Which is outside the allowable limits (Min = 600, Max = 600)"
null,14191,S1DR-430D-DC,"Selected Depth is 350, Which is outside the allowable limits (Min = 430, Max = 430)"
null,13756,SMWTF-inline-S-DC,"Selected Width is 100, Which is outside the allowable limits (Min = 300, Max = 2400)"
null,14191,S1DR-430D-DC,"Selected Depth is 350, Which is outside the allowable limits (Min = 430, Max = 430)"
null,13756,SMWTF-inline-S-DC,"Selected Width is 100, Which is outside the allowable limits (Min = 300, Max = 2400)"
null,13821,T1S-S-DC,"Selected Depth is 300, Which is outside the allowable limits (Min = 430, Max = 560)"
null,13756,SMWTF-inline-S-DC,"Selected Width is 100, Which is outside the allowable limits (Min = 300, Max = 2400)"
null,14004,OPBKSHF&3DRHIDSHF-600W-DC,"Selected Width is 350, Which is outside the allowable limits (Min = 600, Max = 600)"
null,14146,VFB-DC,"Selected Depth is 18, Which is outside the allowable limits (Min = 330, Max = 560)"
null,13295,BEP-Bottom End Panel-DC,"Selected Depth is 18, Which is outside the allowable limits (Min = 100, Max = 600)"
null,13149,CFCP-DC,"Selected Height is 200, Which is outside the allowable limits (Min = 300, Max = 450)"
null,13521,KIT-BEP-BSL-DC,"Selected Width is 18, Which is outside the allowable limits (Min = 200, Max = 750)"
null,13057,B2DR-DC,"Error in zone : 6_null_13057_B2DR-DC for module [Base Cabinet 2 Drawer,13057] : Insufficient accessories. Minimum required: 2 got 0"
null,13457,H3DR-v1-DC,"Error in zone : 8_null_13457_H3DR-v1-DC for module [Hob Cabinet 3 Drawer-Version 1,13457] : Insufficient accessories. Minimum required: 3 got 0"
null,14191,S1DR-430D-DC,"Couldn't find shutter Name[Drawer Facia] and Type[DF]"
