s.no,moduleId,moduleName,errorMessage
52,13066,W1S-DC,"Couldn't find shutter Name[Wooden Frame] and Type[WF]"
11,13066,W1S-DC,"Selected Shutter dimensions are not applicable with the choosen Design or Subdesign, Applicable range: WIDTH [297-1200], HEIGHT [297-1200], Check Aluminium Profile Shutter"
12,13066,W1S-DC,"Selected Shutter dimensions are not applicable with the choosen Design or Subdesign, Applicable range: WIDTH [297-1200], HEIGHT [297-1200], Check Aluminium Profile Shutter"
13,13066,W1S-DC,"Selected Shutter dimensions are not applicable with the choosen Design or Subdesign, Applicable range: WIDTH [297-1200], HEIGHT [297-1200], Check Aluminium Profile Shutter"
14,13066,W1S-DC,"Selected Shutter dimensions are not applicable with the choosen Design or Subdesign, Applicable range: WIDTH [297-1200], HEIGHT [297-1200], Check Aluminium Profile Shutter"
15,13066,W1S-DC,"Selected Shutter dimensions are not applicable with the choosen Design or Subdesign, Applicable range: WIDTH [297-1200], HEIGHT [297-1200], Check Aluminium Profile Shutter"
16,13066,W1S-DC,"Selected Shutter dimensions are not applicable with the choosen Design or Subdesign, Applicable range: WIDTH [297-1200], HEIGHT [297-1200], Check Aluminium Profile Shutter"
17,13066,W1S-DC,"Selected Shutter dimensions are not applicable with the choosen Design or Subdesign, Applicable range: WIDTH [297-1200], HEIGHT [297-1200], Check Aluminium Profile Shutter"
18,13066,W1S-DC,"Selected Shutter dimensions are not applicable with the choosen Design or Subdesign, Applicable range: WIDTH [297-1200], HEIGHT [297-1200], Check Aluminium Profile Shutter"
19,13066,W1S-DC,"Selected Shutter dimensions are not applicable with the choosen Design or Subdesign, Applicable range: WIDTH [297-1200], HEIGHT [297-1200], Check Aluminium Profile Shutter"
20,13066,W1S-DC,"Selected Shutter dimensions are not applicable with the choosen Design or Subdesign, Applicable range: WIDTH [297-1200], HEIGHT [297-1200], Check Aluminium Profile Shutter"
1,13066,W1S-DC,"Selected Shutter dimensions are not applicable with the choosen Design or Subdesign, Applicable range: WIDTH [297-1200], HEIGHT [297-1200], Check Aluminium Profile Shutter"
2,13066,W1S-DC,"Selected Shutter dimensions are not applicable with the choosen Design or Subdesign, Applicable range: WIDTH [297-1200], HEIGHT [297-1200], Check Aluminium Profile Shutter"
3,13066,W1S-DC,"Selected Shutter dimensions are not applicable with the choosen Design or Subdesign, Applicable range: WIDTH [297-1200], HEIGHT [297-1200], Check Aluminium Profile Shutter"
4,13066,W1S-DC,"Selected Shutter dimensions are not applicable with the choosen Design or Subdesign, Applicable range: WIDTH [297-1200], HEIGHT [297-1200], Check Aluminium Profile Shutter"
5,13066,W1S-DC,"Selected Shutter dimensions are not applicable with the choosen Design or Subdesign, Applicable range: WIDTH [297-1200], HEIGHT [297-1200], Check Aluminium Profile Shutter"
6,13066,W1S-DC,"Selected Shutter dimensions are not applicable with the choosen Design or Subdesign, Applicable range: WIDTH [297-1200], HEIGHT [297-1200], Check Aluminium Profile Shutter"
7,13066,W1S-DC,"Selected Shutter dimensions are not applicable with the choosen Design or Subdesign, Applicable range: WIDTH [297-1200], HEIGHT [297-1200], Check Aluminium Profile Shutter"
8,13066,W1S-DC,"Selected Shutter dimensions are not applicable with the choosen Design or Subdesign, Applicable range: WIDTH [297-1200], HEIGHT [297-1200], Check Aluminium Profile Shutter"
9,13066,W1S-DC,"Selected Shutter dimensions are not applicable with the choosen Design or Subdesign, Applicable range: WIDTH [297-1200], HEIGHT [297-1200], Check Aluminium Profile Shutter"
10,13066,W1S-DC,"Selected Shutter dimensions are not applicable with the choosen Design or Subdesign, Applicable range: WIDTH [297-1200], HEIGHT [297-1200], Check Aluminium Profile Shutter"
53,13066,W1S-DC,"Couldn't find shutter Name[Wooden Frame] and Type[WF]"
48,13066,W1S-DC,"Couldn't find shutter Name[Wooden Frame] and Type[WF]"
49,13066,W1S-DC,"Couldn't find shutter Name[Wooden Frame] and Type[WF]"
50,13066,W1S-DC,"Couldn't find shutter Name[Wooden Frame] and Type[WF]"
