Module_Id,Module_Name,TotalPrice,CabinetPrice,TotalInternalPrice,HardwarePrice,Internal_ID1,Internal_Name1,Internal Price1,Internal_ID2,Internal_Name2,Internal Price2,Internal_ID3,Internal_Name3,Internal Price3
14100,F2C-CS2-DC,111933.11,106192.74,4577.78,1162.59,17839,3DF2C-L-2FS1HR-DC,4577.78,,,,,,
14100,F2C-CS2-DC,137170.15000000002,106192.74,20869.540000000005,10107.869999999999,17851,3DF2C-L-4ID2FS2RS1HR1FV-DC,20869.540000000005,,,,,,
14100,F2C-CS2-DC,111933.11,106192.74,4577.78,1162.59,17840,3DF2C-R-2FS1HR-DC,4577.78,,,,,,
14100,F2C-CS2-DC,114557.03,102224.21,8844.01,3488.810000000001,17843,3DF2C-R-1ID2FS1HR-DC,8844.01,,,,,,
14100,F2C-CS2-DC,114557.03,102224.21,8844.01,3488.810000000001,17842,3DF2C-L-1ID2FS1HR-DC,8844.01,,,,,,
14100,F2C-CS2-DC,204428.55,106192.74,74085.06,24150.75,17611,3DF2C-L-3ID1FS1HR-300H-DC,24024.789999999997,17612,3DF2C-R-3ID1FS1HR-300H-DC,24024.789999999997,17613,3DF2C-M-3ID1FS1HR-300H-DC,26035.479999999996
14100,F2C-CS2-DC,136837.74,106192.74,18325.260000000002,12319.739999999998,18044,3DF2C-M-2ID5FS-QD-DC,18325.260000000002,,,,,,
14100,F2C-CS2-DC,136314.46000000002,106192.74,17849.38,12272.339999999998,18043,3DF2C-R-2ID5FS-QD-DC,17849.38,,,,,,
14100,F2C-CS2-DC,161236.76,106192.74,32471.159999999996,22572.86,18045,3DF2C-L-4OD4FS-QD-200H+200H+200H+150H-DC,32471.159999999996,,,,,,
14100,F2C-CS2-DC,161236.76,106192.74,32471.159999999996,22572.86,18046,3DF2C-R-4OD4FS-QD-200H+200H+200H+150H-DC,32471.159999999996,,,,,,
14100,F2C-CS2-DC,139808.59000000003,102224.21,29560.0,8024.38,18039,3DF2C-L-4OD2FS2RS-200H+200H+200H+150H-DC,29560.0,,,,,,
14100,F2C-CS2-DC,136222.01,106192.74,17756.930000000004,12272.339999999998,18042,3DF2C-L-2ID5FS-QD-DC,17756.930000000004,,,,,,
14100,F2C-CS2-DC,141875.57,102224.21,31626.979999999996,8024.38,18040,3DF2C-R-4OD2FS2RS-200H+200H+200H+150H-DC,31626.979999999996,,,,,,
14100,F2C-CS2-DC,138596.63,102224.21,28300.64,8071.780000000001,18041,3DF2C-M-4OD2FS2RS-200H+200H+200H+150H-DC,28300.64,,,,,,
14100,F2C-CS2-DC,160024.84000000003,106192.74,31211.839999999997,22620.26,18047,3DF2C-M-4OD4FS-QD-200H+200H+200H+150H-DC,31211.839999999997,,,,,,
14100,F2C-CS2-DC,124002.61000000002,102224.21,16795.86,4982.540000000001,18038,3DF2C-M-2ID2FS3RS-DC,16795.86,,,,,,
14100,F2C-CS2-DC,114870.99000000002,102224.21,12346.18,300.6,18034,3DF2C-L-2FS4RS-DC,12346.18,,,,,,
14100,F2C-CS2-DC,123290.31000000001,102224.21,16130.960000000001,4935.14,18036,3DF2C-L-2ID2FS3RS-DC,16130.960000000001,,,,,,
14100,F2C-CS2-DC,126483.24,102224.21,19323.889999999996,4935.14,18037,3DF2C-R-2ID2FS3RS-DC,19323.889999999996,,,,,,
14100,F2C-CS2-DC,114870.99000000002,102224.21,12346.18,300.6,18035,3DF2C-M-2FS4RS-DC,12346.18,,,,,,
14100,F2C-CS2-DC,136793.73,106192.74,20493.12,10107.869999999999,17852,3DF2C-R-4ID2FS2RS1HR1FV-DC,20493.12,,,,,,
14100,F2C-CS2-DC,124256.6,102224.21,12357.1,9675.29,17899,3DF2C-L-1MPS1ID1FS1HR1FV-DC,12357.1,,,,,,
14100,F2C-CS2-DC,124256.6,102224.21,12357.1,9675.29,17900,3DF2C-R-1MPS1ID1FS1HR1FV-DC,12357.1,,,,,,
14100,F2C-CS2-DC,132682.06,106192.74,13151.4,13337.92,17902,3DF2C-R-1MPS1ID1FS1HR1FV-QD-DC,13151.4,,,,,,
14100,F2C-CS2-DC,132682.06,106192.74,13151.4,13337.92,17901,3DF2C-L-1MPS1ID1FS1HR1FV-QD-DC,13151.4,,,,,,
14100,F2C-CS2-DC,148354.67,106192.74,25193.509999999995,16968.420000000002,17726,3DF2C-R-3OD3FS-QD-250H-DC,25193.509999999995,,,,,,
14100,F2C-CS2-DC,155150.2,106192.74,24121.289999999997,24836.17,17733,3DF2C-M-4ID1FS1HR-QD-300H+200H+200H+200H-DC,24121.289999999997,,,,,,
14100,F2C-CS2-DC,153059.11,106192.74,28842.64999999999,18023.720000000005,17722,3DF2C-L-3ID3FS-QD-300H-DC,28842.64999999999,,,,,,
