Module_Id,Module_Name,TotalPrice,CabinetPrice,TotalInternalPrice,HardwarePrice,Internal_ID1,Internal_Name1,Internal Price1
14099,F2C-CS1-DC,109966.15000000001,87569.24,17461.77,4935.14,17531,2DF2C-L-2ID1FS3RS1HV-DC,17461.77
14099,F2C-CS1-DC,115749.38,80293.63,27500.77,7954.9800000000005,17534,2DF2C-R-4OD1FS2RS-200H+200H+200H+150H-DC,27500.77
14099,F2C-CS1-DC,113691.01999999999,80293.63,26300.769999999997,7096.62,17542,2DF2C-R-3ID1FS2RS-300H-DC,26300.769999999997
14099,F2C-CS1-DC,115749.38,80293.63,27500.77,7954.9800000000005,17533,2DF2C-L-4OD1FS2RS-200H+200H+200H+150H-DC,27500.77
14099,F2C-CS1-DC,109966.15000000001,87569.24,17461.77,4935.14,17532,2DF2C-R-2ID1FS3RS1HV-DC,17461.77
14099,F2C-CS1-DC,109343.94,80293.63,23008.989999999998,6041.320000000001,17544,2DF2C-R-3OD1FS2RS-250H-DC,23008.989999999998
14099,F2C-CS1-DC,109343.94,80293.63,23008.989999999998,6041.320000000001,17543,2DF2C-L-3OD1FS2RS-250H-DC,23008.989999999998
14099,F2C-CS1-DC,113691.01999999999,80293.63,26300.769999999997,7096.62,17541,2DF2C-L-3ID1FS2RS-300H-DC,26300.769999999997
14099,F2C-CS1-DC,133298.2,87569.24,28760.539999999997,16968.420000000002,17593,2DF2C-L-3OD3FS-QD-250H-DC,28760.539999999997
14099,F2C-CS1-DC,138597.57,87569.24,33004.61,18023.720000000005,17591,2DF2C-L-3ID3FS-QD-300H-DC,33004.61
14099,F2C-CS1-DC,138597.57,87569.24,33004.61,18023.720000000005,17592,2DF2C-R-3ID3FS-QD-300H-DC,33004.61
14099,F2C-CS1-DC,133298.2,87569.24,28760.539999999997,16968.420000000002,17594,2DF2C-R-3OD3FS-QD-250H-DC,28760.539999999997
14099,F2C-CS1-DC,141185.15,87569.24,29005.890000000003,24610.02,17597,2DF2C-L-4ID1FS1HR-QD-300H+200H+200H+200H-DC,29005.890000000003
14099,F2C-CS1-DC,141185.15,87569.24,29005.890000000003,24610.02,17598,2DF2C-R-4ID1FS1HR-QD-300H+200H+200H+200H-DC,29005.890000000003
14099,F2C-CS1-DC,144609.1,87569.24,34536.4,22503.46,17588,2DF2C-R-4OD3FS-QD-200H+200H+200H+150H-DC,34536.4
14099,F2C-CS1-DC,145870.63,87569.24,34387.490000000005,23913.899999999998,17580,2DF2C-R-4ID3FS-QD-300H+200H+200H+200H-DC,34387.490000000005
14099,F2C-CS1-DC,145870.63,87569.24,34387.490000000005,23913.899999999998,17579,2DF2C-L-4ID3FS-QD-300H+200H+200H+200H-DC,34387.490000000005
14099,F2C-CS1-DC,113432.27,80293.63,23165.39,9973.25,17570,2DF2C-R-4ID1FS1HR-300H+200H+200H+200H-DC,23165.39
14099,F2C-CS1-DC,120130.65000000001,87569.24,25936.42,6624.990000000001,17560,2DF2C-R-3OD1FS2RS1HR1HV-250H-DC,25936.42
14099,F2C-CS1-DC,124002.42000000001,87569.24,28432.24,8000.94,17558,2DF2C-R-3ID1FS2RS1HR1HV-300H-DC,28432.24
14099,F2C-CS1-DC,144609.1,87569.24,34536.4,22503.46,17587,2DF2C-L-4OD3FS-QD-200H+200H+200H+150H-DC,34536.4
14099,F2C-CS1-DC,113432.27,80293.63,23165.39,9973.25,17569,2DF2C-L-4ID1FS1HR-300H+200H+200H+200H-DC,23165.39
14099,F2C-CS1-DC,124002.42000000001,87569.24,28432.24,8000.94,17557,2DF2C-L-3ID1FS2RS1HR1HV-300H-DC,28432.24
14099,F2C-CS1-DC,117779.42,87569.24,17598.78,12611.4,17573,2DF2C-L-1ID1WTR2FS1HR-QD-DC,17598.78
14099,F2C-CS1-DC,120130.65000000001,87569.24,25936.42,6624.990000000001,17559,2DF2C-L-3OD1FS2RS1HR1HV-250H-DC,25936.42
14099,F2C-CS1-DC,116938.3,80293.63,27279.250000000004,9365.419999999998,17524,2DF2C-R-4ID1FS2RS-300H+200H+200H+200H-DC,27279.250000000004
14099,F2C-CS1-DC,122807.90000000001,87569.24,27382.960000000003,7855.7,17518,2DF2C-R-3ID1FS1HR-300H-DC,27382.960000000003
14099,F2C-CS1-DC,95725.07,80293.63,9957.87,5473.57,17516,2DF2C-R-2ID1FS1RS1HR-DC,9957.87
14099,F2C-CS1-DC,99231.1,80293.63,14071.730000000001,4865.74,17530,2DF2C-R-2ID1FS3RS-DC,14071.730000000001
14099,F2C-CS1-DC,117606.92,87569.24,23237.28,6800.400000000001,17520,2DF2C-R-3OD1FS1HR-250H-DC,23237.28
14099,F2C-CS1-DC,122807.90000000001,87569.24,27382.960000000003,7855.7,17517,2DF2C-L-3ID1FS1HR-300H-DC,27382.960000000003
14099,F2C-CS1-DC,116938.3,80293.63,27279.250000000004,9365.419999999998,17523,2DF2C-L-4ID1FS2RS-300H+200H+200H+200H-DC,27279.250000000004
14099,F2C-CS1-DC,95725.07,80293.63,9957.87,5473.57,17515,2DF2C-L-2ID1FS1RS1HR-DC,9957.87
14099,F2C-CS1-DC,117606.92,87569.24,23237.28,6800.400000000001,17519,2DF2C-L-3OD1FS1HR-250H-DC,23237.28
14099,F2C-CS1-DC,99231.1,80293.63,14071.730000000001,4865.74,17529,2DF2C-L-2ID1FS3RS-DC,14071.730000000001
