Module_Id,Module_Name,TotalPrice,CabinetPrice,TotalInternalPrice,HardwarePrice
null,null,97152.04,42351.44,0.0,54800.59999999999
14021,OLSW-2DR-LSE-DC,97152.04,42351.44,0.0,54800.59999999999
14021,OLSW-2DR-LSE-DC,97152.04,42351.44,0.0,54800.59999999999
14021,OLSW-2DR-LSE-DC,97152.04,42351.44,0.0,54800.59999999999
null,null,145237.81,65014.729999999996,0.0,80223.08000000002
null,null,0.0,0.0,0.0,0.0
